uberColorU uberColorG uberColorR uberColorI
1.22377 0.5336704 0.3195057 0.159708
1.031675 0.4133606 0.2417507 0.1912251
1.605322 1.115734 0.4589767 0.34799
1.387539 0.734108 0.378974 0.324007
1.476904 0.788517 0.4011135 0.3047009
1.669426 0.898983 0.4399185 0.328742
1.212187 0.6518993 0.3568344 0.2285671
1.892967 1.058254 0.4272385 0.3359547
2.006618 1.106298 0.4507504 0.3326206
1.352407 0.7856264 0.3890209 0.2602015
1.973682 1.048506 0.4605236 0.3385639
1.508425 0.8182507 0.3560486 0.2723446
1.280676 0.5913429 0.3211288 0.2439404
1.291527 0.6583271 0.3590193 0.29179
1.858032 1.027576 0.4677582 0.3863716
1.641554 0.9481773 0.3981247 0.293045
1.448814 0.7802658 0.3793259 0.2884922
1.863625 1.093994 0.4528561 0.3450356
1.321545 0.4688625 0.2923412 0.1475201
1.802753 0.975338 0.4292278 0.3057652
1.850668 0.8954506 0.4187469 0.3331175
1.665035 0.860487 0.4078064 0.3170681
1.870062 0.9520645 0.4664631 0.3381271
1.404228 0.7015152 0.4182463 0.2340622
1.38203 0.4587221 0.2377214 0.0821352
1.863508 0.857275 0.392107 0.2999687
1.834927 0.8388233 0.3723335 0.3082695
2.074923 1.056482 0.4380798 0.3516769
1.94593 0.9048138 0.4440699 0.3186712
1.885923 0.9406662 0.4024963 0.3279734
1.16828 0.4227877 0.2307882 0.0905695
1.871443 0.8826561 0.4184399 0.3024778
1.479841 0.9138851 0.5074844 -0.2223778
1.286028 0.6815205 0.3870659 0.2391167
2.307526 1.063498 0.491991 0.3670158
1.052509 0.4298077 0.2565212 0.0814991
1.898487 1.259169 0.5024185 0.3067055
2.309357 1.311377 0.5359707 0.2951794
1.955259 1.249313 0.4958267 0.3404369
1.163347 0.5550365 0.3364525 0.2249098
1.233564 0.6414928 0.3701324 0.2247725
1.790178 0.9710846 0.3980541 0.3258686
1.889277 0.9513607 0.3892956 0.3412151
1.548475 0.8489132 0.4900112 0.401104
1.346891 0.495285 0.2517719 0.1902084
1.356062 0.5680771 0.3799171 0.2590103
1.720057 0.8196697 0.3826714 0.3204632
1.86989 1.033319 0.4334488 0.3159657
1.718616 0.8989487 0.4269981 0.3428535
1.31793 0.430069 0.3355579 0.04975891
1.218323 0.5414009 0.3362789 0.2270737
1.895884 0.9731407 0.4323273 0.3684902
1.43029 0.8912621 0.3924122 0.3442135
1.657507 1.353579 0.4915867 0.3391743
1.833254 0.8972931 0.3850689 0.281992
2.155684 1.135464 0.4970665 0.3888779
1.943083 0.9337254 0.3893394 0.3402176
1.059158 0.508173 0.3321762 0.1286163
1.522955 0.9056816 0.4309464 0.3801727
1.548067 1.050009 0.4443741 0.3044567
1.798744 0.8281193 0.3847256 0.279377
2.082123 1.092037 0.4493294 0.3911667
1.380608 0.6125221 0.3302402 0.2507458
1.890903 1.044828 0.429512 0.3805695
1.345432 0.6133022 0.3693638 0.2836933
1.338932 0.852087 0.4393005 0.3245792
1.136982 0.9124966 0.4554024 0.2947178
1.243557 0.988369 0.4745312 0.3022118
1.449207 0.5836029 0.3385582 0.06414413
1.672125 1.233458 0.5600014 0.3240242
1.408091 0.8003368 0.3867931 0.2459316
1.410675 0.6131363 0.324728 0.1758366
1.301908 0.8307171 0.3877697 0.2634602
0.9181843 0.2018414 0.1842651 0.1046734
1.612949 1.030182 0.5115185 0.3510818
1.062641 0.601738 0.3326015 0.1199875
1.230732 0.8971786 0.389513 0.2837067
1.899511 1.085356 0.4132404 0.3705635
1.99185 0.8917179 0.4125719 0.3135548
1.818579 0.9296932 0.4195499 0.2933712
1.585852 0.6832809 0.4004688 0.2165089
1.276678 0.6594925 0.3513088 0.2463932
1.324228 0.6920109 0.3583622 0.2540321
1.805422 1.13953 0.4455452 0.3602047
2.035177 0.9348373 0.4288158 0.4267321
1.717325 0.9027843 0.3870811 0.3305798
1.486547 0.6439457 0.3867903 0.2179689
1.782927 0.9754486 0.405571 0.3436241
1.833712 0.9687462 0.4235802 0.3762875
2.779535 0.9001999 0.397316 0.3335381
1.674513 0.9613838 0.4011364 0.3397083
1.648642 0.731842 0.38694 0.2610359
1.460897 0.6483231 0.3750715 0.2691488
1.854071 0.9563961 0.419651 0.3768167
1.146366 0.7197781 0.8684053 -0.1457806
1.488679 0.6473341 0.3624506 0.2699232
1.808687 0.9175148 0.4204121 0.2630138
1.864079 0.8835506 0.3973083 0.2963066
1.352692 0.8285446 0.480875 0.3224163
1.170834 0.4813709 0.2702522 0.1799393
0.950201 0.3048649 0.1655483 0.002038956
1.959793 1.001179 0.4315777 0.3540802
1.537931 0.8704929 0.3384705 0.2538204
1.573435 0.8943481 0.4212303 0.2990913
1.590296 1.007887 0.434412 0.326519
1.228205 0.6208382 0.3471851 0.2526131
1.48785 0.815485 0.4783764 0.3324757
1.126728 0.681963 0.3857212 0.2167797
1.186518 0.6445885 0.360693 0.2108364
1.698397 0.7818928 0.3674021 0.3920603
1.633291 1.060274 0.4907513 0.3672752
1.476431 0.9417477 0.4532776 0.2992058
1.110241 0.30686 0.2218857 0.02616692
1.355793 0.7571678 0.3636017 0.2624397
1.779863 0.7829571 0.4137669 0.2561054
1.037966 0.7277184 0.4522038 0.2331829
1.50596 0.8592892 0.4572659 0.2866535
1.809696 0.941679 0.4240036 0.3311653
1.364897 0.7257462 0.3966599 0.2726841
1.863255 0.7318096 0.3744507 0.2482033
1.144705 0.6164875 0.3227158 0.2599068
1.895588 0.8662701 0.5070229 0.2978668
1.605022 1.251659 0.4791813 0.4530029
2.243383 1.066235 0.4324512 0.320158
1.511328 0.6311836 0.3896141 0.1517181
1.177881 0.4587536 0.3135481 0.1552429
1.596188 0.7467232 0.3535252 0.241066
1.42853 0.4860687 0.3045597 0.1460419
1.427416 0.6747532 0.3601761 0.2030897
0.9935055 0.4281693 0.3246861 0.09684944
1.807833 0.9092522 0.3979702 0.3618374
1.633646 1.122366 0.4871063 0.3910065
1.600935 0.7404928 0.3541613 0.2113934
1.422171 0.8100529 0.4327641 0.3112364
1.412792 0.6385002 0.4083652 0.2861996
0.9931316 0.4328346 0.2978573 0.04371834
2.487957 1.194248 0.481348 0.3744354
1.904495 0.9758873 0.3806095 0.3105736
1.880398 1.063587 0.3778229 0.3912334
0.9345684 0.3459282 0.213623 0.2072487
2.0091 1.132988 0.4480743 0.3161755
1.090578 0.4388065 0.1822357 0.1002464
1.928036 1.340069 0.5025177 0.3207245
2.158129 1.01025 0.4056721 0.3411922
1.439558 1.076511 0.4684181 0.3262215
1.896778 0.9935093 0.4263992 0.3167076
1.798841 0.892498 0.4102917 0.3166943
1.516982 0.7591162 0.3629694 0.3429241
0.9410152 0.2579956 0.1752167 0.06497383
1.745579 1.002159 0.4522514 0.3816109
1.812132 0.9740086 0.3972187 0.2893009
1.185839 0.4560385 0.2902431 0.1617937
2.1481 1.234348 0.4629135 0.2806206
1.71512 1.038555 0.4983025 0.3272018
4.206556 1.767206 0.4746532 0.4215431
1.944534 1.138063 0.4640198 0.3131104
1.572382 0.9654484 0.5522022 0.4452314
1.563248 0.7411804 0.4025192 0.2354889
2.225124 1.043507 0.4536953 0.2227631
1.046068 0.378233 0.2404099 0.1357098
1.618456 0.7670288 0.3630428 0.2674675
1.041582 0.3322601 0.1682377 0.1235275
1.005898 0.431448 0.2912159 0.1216164
1.900978 1.06657 0.4551601 0.3747921
2.286623 1.352451 0.5287437 0.3329315
1.065617 0.5100822 0.2148228 0.1086121
1.413158 0.7863102 0.3795662 0.2989006
2.074211 1.093241 0.5208416 0.4162502
1.250933 0.5241337 0.3554401 0.1959743
1.855703 0.9858589 0.4419899 0.3309059
1.208303 0.4424343 0.2192688 0.1693592
1.418802 1.034506 0.5292625 0.3912926
2.022053 0.8663635 0.3688965 0.3067265
1.655264 1.05974 0.5058765 0.4433422
1.605036 0.7429638 0.2905636 0.2207317
1.8085 1.050667 0.4215984 0.3482265
1.542339 0.7256336 0.4489861 0.2473927
2.134438 0.9938641 0.4402065 0.3532295
1.233091 0.5565271 0.3034325 0.2342205
1.914026 0.8798676 0.3992739 0.3060455
1.060167 0.4924622 0.3532963 0.1126347
1.225071 0.7863808 0.3840275 0.2936516
1.50672 0.6979618 0.3401651 0.2718163
1.802229 1.011723 0.4298611 0.3620338
1.370264 0.8061714 0.3924408 0.2773361
1.45986 0.9882221 0.4373856 0.3096523
1.916773 1.016541 0.5263386 0.4272575
1.191486 0.5690556 0.3110561 0.2252407
0.945961 0.2240849 0.04100418 0.4794025
2.0137 0.9086666 0.393631 0.3239822
1.691685 0.8696728 0.3541775 0.3226795
1.158728 0.2806511 0.1655731 -0.1423073
0.9669914 0.4871569 0.2398195 0.2204342
1.052462 0.5774727 0.3926735 0.2135677
1.404715 0.9615936 0.4532757 0.3066101
1.907137 0.9800148 0.4106712 0.3271141
1.925566 0.9806576 0.4100895 0.3778667
1.06893 0.5114155 0.2749958 0.175643
1.170649 0.4966488 0.2765198 0.207943
1.474396 0.8231506 0.4899082 0.3399258
1.149685 0.644722 0.3688431 0.2365837
2.030634 1.036404 0.4468136 0.3943424
1.697027 0.7917747 0.3693619 0.2657776
1.328419 0.5776081 0.3557281 0.2231407
1.84749 1.005711 0.3996315 0.3673668
1.867294 1.078043 0.4658031 0.3273525
1.288361 0.7083702 0.4097538 0.2726688
1.621319 0.6868496 0.357357 0.2457886
1.581282 0.7096825 0.3612614 0.2577553
2.069101 0.9808445 0.4071426 0.3375931
1.038115 0.381937 0.259306 0.1168976
1.948996 1.23267 0.4821777 0.3390465
1.676231 1.146269 0.5234718 0.359602
1.464458 0.6345768 0.436945 0.2824497
1.414419 0.7178841 0.3499336 0.2706814
1.749748 0.8796368 0.3845024 0.3237839
2.130302 1.005966 0.4194355 0.3568182
2.157915 1.257544 0.4746323 0.3262978
1.795755 0.993578 0.4740715 0.3161602
1.254007 0.7866631 0.3781147 0.2030945
1.888691 1.017551 0.4246273 0.3403187
0.9922543 0.5407429 0.379694 0.1650963
1.269064 0.577528 0.3260899 0.1677589
1.742489 0.8963432 0.2311478 0.481535
1.808769 1.161955 0.4756565 0.2688923
1.670816 0.9286499 0.4120731 0.2980347
1.814693 0.8608322 0.3957214 0.3172588
1.52664 0.8237057 0.3796329 0.3151588
1.078335 0.3285046 0.2684689 0.1252365
1.189846 0.5041466 0.314539 0.2042942
2.229557 1.289419 0.5181484 0.3297482
1.905146 1.04015 0.4884071 0.402586
1.324484 0.695446 0.4024868 0.2570667
1.971973 1.120201 0.4558601 0.3577023
1.220764 0.6174717 0.2780972 0.1868019
1.0644 0.6303539 0.3118668 0.2081451
2.272964 0.7376404 0.3798275 0.2617664
2.374992 1.138626 0.5058689 0.4220505
2.567495 0.7119198 0.2057266 0.4055519
1.68996 0.7683086 0.3753071 0.2636604
1.699141 1.143618 0.4201069 0.2548065
1.156301 0.5220871 0.2824345 0.103673
1.855892 1.258097 0.5291538 0.4292622
1.707687 1.189598 0.5172062 0.436615
1.73567 1.053753 0.4125443 0.3818111
1.37455 0.6357012 0.3357916 0.2525206
1.928553 1.058311 0.436594 0.3512115
1.653399 1.010216 0.4320507 0.4001656
1.888769 1.072695 0.4815407 0.3887129
2.137886 1.201038 0.4710102 0.3587437
1.990469 1.005587 0.4347591 0.3539677
1.98822 0.9609756 0.448946 0.3734894
1.682253 0.8402443 0.4671125 0.340436
1.076582 0.5417786 0.3447552 0.2232895
2.191692 1.193504 0.4740047 0.3403015
2.38546 1.241486 0.4790173 0.380949
2.495869 0.8687248 0.3285255 0.4048653
1.123896 0.9145374 0.4201202 0.2021732
0.9573669 0.3156395 0.1808958 0.07412338
1.782677 1.191868 0.4750309 0.3537045
2.089165 1.132826 0.5003319 0.410038
2.00194 1.018782 0.4383297 0.3397903
1.70365 0.8687382 0.4074574 0.2378178
1.8867 0.8350754 0.3393631 0.3558559
1.754234 1.224138 0.4827271 0.3273773
1.227289 0.6422253 0.3885021 0.2516003
1.969316 1.154581 0.4258194 0.3004684
1.061216 0.8131618 0.4308929 0.2122231
1.01779 0.4846992 0.2987213 0.1033344
1.96633 0.9889297 0.4435844 0.3223124
1.46347 0.6238537 0.3438377 0.2392006
1.116917 0.8250618 0.4437656 0.2629986
1.466078 0.7354374 0.3697052 0.2496872
1.955757 1.231371 0.4530811 0.2880173
1.96838 0.9447403 0.3682899 0.3080444
1.857244 1.179323 0.4500427 0.4132118
1.159754 0.5952282 0.3544645 0.2554617
1.788305 0.9422512 0.378746 0.3048725
1.86178 1.156109 0.5010319 0.368578
1.075024 0.4441528 0.2612352 0.1703148
1.395508 0.7221527 0.4016285 0.2417612
1.797798 0.9060822 0.3865204 0.3064003
1.383215 0.8368416 0.459446 0.2913876
1.85124 0.914835 0.3940086 0.2992191
1.364393 0.6821423 0.378355 0.2337971
1.482645 0.943821 0.4491749 0.261097
1.909681 1.198702 0.4666901 0.331501
1.813286 0.9892979 0.4587193 0.3377781
1.512941 0.7644367 0.3826447 0.3165121
1.706863 0.8916569 0.4092751 0.3178501
1.40609 0.6702061 0.3617296 0.2603559
1.971785 0.8553467 0.4551067 0.2796936
1.236341 0.8925285 0.419096 0.3032494
1.455563 0.9454308 0.4849148 0.2532444
1.302027 0.5504646 0.3516445 0.242095
1.12851 0.4667702 0.3038139 0.1922951
1.814241 1.063169 0.4569206 0.3359165
1.834358 0.8582935 0.4037657 0.32265
1.427046 0.8408527 0.353775 0.279459
0.9708958 0.3574123 0.1893749 0.1030979
1.682861 0.8819962 0.4165745 0.2697945
1.604462 0.8261051 0.42101 0.324832
1.078672 0.4598541 0.3477631 0.1412964
1.935061 0.9570923 0.4447479 0.36479
1.243849 0.5064411 0.2604332 0.2104797
1.900034 0.8821049 0.4045181 0.307745
1.969019 1.158474 0.438961 0.3654366
2.207733 1.089079 0.4549599 0.2997627
1.917891 0.9318695 0.4378796 0.3478708
1.80224 0.8345127 0.3833313 0.2287045
1.873381 0.960146 0.3955288 0.3366299
1.340725 0.6751328 0.3917465 0.2265968
1.663416 0.9475403 0.4001122 0.3251667
1.781425 1.024218 0.5038815 0.3718729
1.750608 0.862875 0.405405 0.3194637
1.785564 0.8856258 0.4186382 0.2821426
1.616581 0.941391 0.4288006 0.332757
1.202423 0.4787922 0.2936134 0.1862755
1.335388 0.6368561 0.3462181 0.2393904
1.382793 0.7434196 0.3393555 0.3032055
1.287848 0.7527809 0.4073238 0.2586174
1.54771 0.8865337 0.4568577 0.3422909
1.937693 1.345095 0.4919987 0.3321266
1.786676 0.8065376 0.3781395 0.2352104
1.731337 0.9606266 0.4481144 0.293951
1.869305 1.129368 0.5380306 0.372818
1.795767 0.9599152 0.3951588 0.3125973
1.949114 1.18515 0.4625053 0.3331661
1.28837 0.6977749 0.416069 0.2702942
1.134201 0.4244766 0.2484531 0.06959915
1.758825 0.8233318 0.3814621 0.2763081
1.77552 1.000618 0.4181061 0.3467178
1.457159 0.824728 0.3937912 0.3033638
1.671135 0.8024578 0.3749847 0.3171425
1.698181 0.7698898 0.3808155 0.2196617
1.596153 0.8292236 0.4488754 0.3124237
1.730705 0.8192062 0.4473476 0.2863407
1.842804 0.9326096 0.4635715 0.3342838
2.001873 1.18655 0.4931355 0.3504391
1.805576 0.7943192 0.3777008 0.2591991
1.798586 0.766346 0.3513031 0.2685127
1.875765 0.8518696 0.5303917 0.3509235
2.423288 1.255804 0.4841404 0.3178101
1.028721 0.6545563 0.3544559 0.2153454
2.070082 1.147749 0.5516968 0.3830509
1.806322 0.9205952 0.4108562 0.3093634
1.863001 0.9916134 0.4719734 0.3536663
1.578913 0.9014378 0.4184704 0.2835007
1.871588 0.849268 0.3961573 0.2996006
1.892361 0.9181519 0.4182129 0.3114605
2.014881 1.018913 0.4002037 0.3136253
1.412075 0.6753826 0.3178825 0.2905197
1.423767 0.8052349 0.4027481 0.2690811
1.775923 1.248289 0.5016022 0.269537
1.725386 0.8513718 0.3882236 0.3148003
2.008156 0.9694462 0.412159 0.345005
1.397415 0.8336143 0.4046631 0.2833996
1.882599 0.8784142 0.3957958 0.3000889
1.800333 1.233725 0.4661999 0.333643
1.685024 0.8432617 0.4068565 0.2649307
2.014193 1.007435 0.4068184 0.3429184
1.197746 0.4944134 0.4026585 0.1121006
1.202976 0.472971 0.2696552 0.2116833
1.433474 0.7861118 0.408308 0.3114471
1.798323 1.094284 0.4100285 0.2798061
1.793985 1.011505 0.4253349 0.2754707
1.527252 0.818079 0.4348927 0.3557911
1.081329 0.5964432 0.2800217 0.2629528
1.891041 0.9120903 0.4456444 0.2689266
1.210529 0.621748 0.3624134 0.202548
0.9307728 0.3870792 0.3232059 0.07976151
1.316555 0.5969963 0.338171 0.2348032
0.9813595 0.3373184 0.1779652 0.1485023
1.965124 1.283556 0.5015049 0.3339005
1.941959 1.318233 0.4756279 0.3438206
1.864109 0.9971619 0.4565983 0.3888912
1.659636 0.7663364 0.3544331 0.2364826
1.765837 1.109451 0.4309521 0.3143101
1.179562 0.5341492 0.2966137 0.2314548
1.614136 1.016188 0.4436874 0.3125725
2.046511 1.27096 0.4946918 0.333046
1.850119 0.8580742 0.3780174 0.2884407
1.707905 0.800518 0.3218899 0.3025417
1.336084 0.6650581 0.4397907 0.188343
1.973206 1.131683 0.4789696 0.3331585
1.306105 0.5431213 0.2742577 0.1954803
2.325033 1.172298 0.5048218 0.4211311
1.799721 0.794138 0.3671722 0.277607
1.614407 0.8678303 0.4515686 0.3507957
1.784389 0.9418316 0.4377251 0.3339043
1.890362 0.8983612 0.4290094 0.3183403
1.952101 0.9693871 0.4230118 0.2381077
1.2383 0.4682827 0.2753601 0.1753521
1.854904 0.8266582 0.4389019 0.2615566
1.969671 0.9827766 0.5274925 0.3905487
1.693459 0.9304657 0.4042015 0.3343124
0.9506893 0.3220139 0.2616253 0.05398178
1.338611 0.6748066 0.3497763 0.3058567
1.988846 1.147615 0.4686565 0.2271786
1.301229 0.6363144 0.3272371 0.2242966
2.024801 0.9779491 0.4214268 0.3416977
1.292835 0.5708523 0.3034878 0.08394241
1.847733 1.327997 0.4765568 0.3241158
1.345482 0.7935963 0.3939114 0.2979012
1.775942 0.9281845 0.377121 0.3037567
1.667446 0.8239365 0.4113674 0.3026485
1.673792 0.9145374 0.4010715 0.3081217
1.209633 0.4556875 0.2203836 0.1431141
1.112309 0.5442562 0.3311329 0.1264133
1.567451 0.8529663 0.4402657 0.2765694
1.013323 0.2208242 0.1658888 0.1231985
1.885841 0.850853 0.3740368 0.3031769
1.179102 0.6201038 0.3536816 0.2365055
1.771729 0.874649 0.3946686 0.2923679
1.71368 0.6612587 0.3488674 0.2808876
1.406265 0.6662483 0.3746166 0.2315264
1.230137 0.7111969 0.3919716 0.2170124
1.11368 0.374897 0.237402 0.06801891
1.759357 0.8921757 0.4165211 0.3211384
2.093561 1.057711 0.4349136 0.35425
-4.188049 6.974335 0.4997864 0.2882366
1.600536 1.068281 0.5041103 0.3380489
2.136593 1.222063 0.5224476 0.3219013
0.9290562 0.3165684 0.2993908 0.0669384
1.649897 0.9927311 0.5218697 0.3917046
1.903717 0.911108 0.3681221 0.3168316
1.865816 0.9282532 0.4322205 0.301281
1.102739 0.4148197 0.2183266 0.1625423
2.020786 1.153784 0.468235 0.3023796
1.821159 0.9641685 0.3946896 0.3111763
1.26062 0.3911591 0.2925129 0.256691
1.241011 0.9247017 0.4395924 0.2734623
1.419224 0.7751179 0.4251518 0.2428474
1.587917 0.841795 0.4422626 0.3320675
2.065041 0.9042015 0.4148216 0.2705345
1.806534 1.017315 0.4246216 0.3015709
1.929323 0.9867764 0.39785 0.3212395
1.73877 1.015778 0.4298077 0.3201408
1.728697 0.9182892 0.4100513 0.3590908
1.76956 0.8949642 0.4040089 0.2931004
1.796968 0.9103966 0.3962555 0.3163166
1.016434 0.3417034 0.1588058 0.1682549
2.04747 1.069027 0.4349518 0.3866615
1.91708 0.9462738 0.3919353 0.3632193
1.054974 0.4254208 0.2700024 0.08780479
1.990797 0.9230862 0.4127064 0.3221321
0.8907795 0.3134823 0.210144 0.05716324
0.9339771 0.2913494 0.2325535 -0.02420425
1.734255 0.8742619 0.3858089 0.3066978
1.801659 0.8709183 0.4106712 0.3308496
1.458595 0.6664047 0.3124142 0.2634068
1.188791 0.4729567 0.2539043 0.2280025
1.631605 0.88447 0.4177074 0.3297062
1.49264 0.7692604 0.3805847 0.2850704
1.289064 0.7093544 0.3880825 0.2416687
1.985806 1.167068 0.4842567 0.3341713
1.260088 0.5889759 0.2679825 0.207427
1.811291 0.8390026 0.4050179 0.2863274
1.49176 0.892519 0.4266396 0.3990841
1.103579 0.3763103 0.2211533 0.1315289
1.565067 0.8356953 0.3833466 0.3287697
1.815918 0.8444729 0.3677139 0.2693729
1.285175 0.5736465 0.3200455 0.1837158
1.132807 0.5016327 0.2902546 0.1929874
0.936512 0.3031979 0.2133026 0.08359909
1.711058 0.9448681 0.4618797 0.2814341
1.244413 0.4969425 0.303606 0.1788025
1.584038 0.7877483 0.3204918 0.2120419
1.481626 0.6238165 0.2634506 0.1094961
1.866259 0.9578514 0.4493713 0.354845
1.632444 0.7930412 0.3568268 0.2523994
1.15918 0.4261265 0.2415123 0.1870747
1.543213 0.8264427 0.419281 0.242157
2.226734 1.028841 0.4454937 0.3333473
1.056486 0.4333572 0.308569 0.1356297
1.208183 0.5524311 0.3370647 0.1821346
1.759567 0.866457 0.394989 0.3110609
2.026978 1.125259 0.4543858 0.3734474
1.571503 0.9654846 0.4391365 0.3635578
1.873322 0.9841862 0.4464722 0.3523045
1.093315 0.3952961 0.2312202 0.1868572
0.9723949 0.353344 0.2055416 0.1067505
1.224588 0.7517204 0.4551945 0.2458344
1.103092 0.5941753 0.40658 0.2087269
1.604755 0.7571278 0.3521404 0.1783295
1.346483 0.6363182 0.3487511 0.2271805
0.9929571 0.3569698 0.1616144 0.1297283
0.9764004 0.3372746 0.2259312 0.0872879
1.879713 0.9354439 0.4030972 0.3101635
2.053112 0.9232006 0.3811855 0.330761
1.278589 0.60359 0.3483276 0.2574463
1.657341 0.8401184 0.3905697 0.2779503
0.9746895 0.2594337 0.1455536 0.1021652
1.51848 0.7676983 0.4480076 0.2379379
1.597641 0.9109249 0.3884602 0.3132706
1.802963 1.026222 0.4193954 0.3418255
0.9483109 0.4683838 0.2806778 0.1091461
1.300201 0.556284 0.3313274 0.1859903
6.491976 0.9680786 0.4123726 0.364315
1.945827 0.9957199 0.4243965 0.3609695
8.354912 0.7184143 0.3285389 0.2196884
8.27211 0.9036789 0.4249191 0.3165836
1.256886 0.804142 0.4227295 0.260252
1.293013 0.7565346 0.4233246 0.2802353
2.124874 1.123741 0.4746532 0.3746338
1.443346 0.7542934 0.4344978 0.2906837
1.061764 0.3556538 0.2532349 0.1235161
1.886829 0.8508663 0.4727783 0.3899946
2.147911 1.169529 0.4667568 0.3222466
1.273527 0.579525 0.2565861 0.2205925
1.165318 0.4628487 0.2964077 0.07535934
1.767355 0.8100033 0.3780613 0.2558575
1.835161 1.000578 0.4366055 0.335577
0.9422989 0.327301 0.2208443 0.07830429
1.725716 0.9867477 0.4200058 0.314661
1.139585 0.7099438 0.4519367 0.2561779
1.935751 0.9404926 0.4412498 0.3387012
1.779268 0.8684139 0.4096279 0.2720566
1.176546 0.5281982 0.3500443 0.2012253
1.898973 0.9753475 0.4233723 0.3108807
1.025585 0.5190449 0.2932358 0.1814518
1.494596 0.7655525 0.3862915 0.2700634
1.14469 0.6027546 0.3692265 0.2872849
2.15724 1.293015 0.4663506 0.3391991
1.717764 0.938673 0.5213699 0.3453083
1.910131 1.03793 0.5002728 0.3080769
1.533106 0.8328457 0.3606739 0.3436737
1.445751 0.6775761 0.3364353 0.2676907
2.352596 1.110636 0.4783897 0.371376
2.139315 1.057346 0.4492435 0.3841648
1.099401 0.3122959 0.2215557 0.1307373
1.456572 0.7157574 0.3796978 0.3101072
1.613007 0.8039856 0.3731384 0.3253937
1.058645 0.4539375 0.262167 0.07664299
1.27895 0.5403328 0.4585323 0.2120876
1.774801 0.8324337 0.3740501 0.2839365
1.995697 1.080317 0.425766 0.3128605
1.748339 1.059673 0.4475956 0.3157368
1.382586 0.5858879 0.3352146 0.1913376
1.680222 0.8127213 0.4183092 0.3292294
1.291336 0.7805195 0.4177246 0.3339195
1.446356 0.6371078 0.3167915 0.2585602
1.89566 1.050055 0.4688225 0.350193
1.52441 0.8243694 0.4541235 0.3437099
1.197737 0.4783545 0.2987204 0.1824522
2.002077 1.008718 0.4368649 0.3814507
1.815083 0.8446655 0.3699646 0.3071976
1.799156 0.9366951 0.3960037 0.3341103
1.32004 0.6301994 0.3384666 0.2929821
1.442036 0.6777973 0.3569279 0.3093243
1.605972 1.131546 0.4403019 0.3144245
1.053188 0.2995949 0.1550732 0.07612991
1.630047 0.7690773 0.3473873 0.2457314
1.142769 0.6264458 0.3466759 0.1638241
1.997778 0.9259396 0.4031849 0.3043613
1.184117 0.5285788 0.2581053 0.1721487
2.035503 1.30695 0.4668427 0.299736
1.055706 0.5858803 0.2799015 0.185751
1.854218 1.02688 0.4119587 0.3432045
2.063063 0.9086227 0.3815746 0.2972908
1.375141 0.7049541 0.370821 0.2665176
1.715168 0.8523903 0.3711586 0.3472633
1.868662 1.020927 0.4234753 0.3521347
1.869555 1.060637 0.4435577 0.3202057
1.950516 1.026499 0.4809895 0.4364529
1.261789 0.4831638 0.3275242 0.1426964
1.560158 0.9106178 0.426506 0.3506241
1.800463 1.049667 0.4294643 0.4306469
1.577641 1.2262 0.4852219 0.3414879
2.104113 1.140759 0.4884491 0.3965378
1.854763 1.264404 0.473259 0.3540649
1.795418 1.061489 0.4435368 0.3902798
1.886854 0.8903542 0.4549541 0.3801842
1.266264 0.5055103 0.2931385 0.1330872
1.189066 0.338747 0.1845245 0.1411152
1.494345 0.7992287 0.368433 0.2951565
1.499456 0.7659721 0.423193 0.3002014
1.855263 0.8882427 0.4038906 0.2843552
1.583424 0.7737389 0.3965626 0.2786179
1.292019 0.5798874 0.3237953 0.2165585
1.349361 0.4822006 0.2901115 0.1192875
1.140423 0.3661728 0.2608356 0.1046085
1.418276 0.5998306 0.3213215 0.2111101
1.958725 0.7762318 0.4179058 0.3110695
1.682327 0.6000175 0.5262394 0.3113346
1.835339 1.035931 0.4631596 0.2966805
1.222527 0.5823498 0.368351 0.213026
1.312057 0.8400555 0.3942051 0.2797871
1.684431 0.9258633 0.4409084 0.333931
1.8246 0.8040886 0.6636848 0.003385544
2.016109 0.8571396 0.409544 0.2823868
1.469278 0.8095455 0.4232397 0.298399
1.822193 0.9150505 0.433136 0.3285503
0.7951431 0.4115715 0.4164658 0.004627228
1.887327 1.031294 0.3953705 0.3748817
1.285093 0.5967808 0.368288 0.143734
1.264141 0.6646538 0.3678741 0.2565918
2.185902 1.201647 0.4886189 0.3442078
1.688395 0.738987 0.3844624 0.2621098
1.355757 0.6366653 0.3456612 0.2517757
1.078014 0.4082031 0.282135 0.1652012
1.829086 0.8570957 0.4004326 0.2724113
1.696543 0.9157925 0.4674282 0.3011589
1.122595 0.3704395 0.2399101 0.07616425
1.433714 0.8546696 0.3704834 0.2608433
3.286289 1.205877 0.474741 0.4820385
1.920588 0.8570099 0.3586311 0.2492447
1.116558 0.764698 0.3818436 0.2547035
1.957308 0.9790859 0.4502163 0.3493061
1.202436 0.5524483 0.3037453 0.1731873
0.9267826 0.2556477 0.2606468 0.05390358
1.898174 0.9294262 0.4131603 0.3569994
1.876652 1.003462 0.440815 0.3426189
1.686424 0.6840343 0.3625774 0.2861462
1.255733 0.7691631 0.3507223 0.2842588
1.931356 1.211834 0.4529247 0.3525429
2.126896 1.205299 0.467104 0.3555279
1.971758 1.080828 0.4532185 0.35462
1.732563 0.9762878 0.396059 0.3084145
0.9697533 0.5473919 0.3196583 0.1758461
