SpecObjID ObjID Red zSpec extinctionU extinctionG extinctionR extinctionI extinctionZ uberColorU uberColorG uberColorR uberColorI ModelMagErr_U ModelMagErr_G ModelMagErr_R ModelMagErr_I ModelMagErr_Z
81006756645306368 588848898840002800 0 0.0819475 0.1025139 0.07542873 0.05470721 0.04148282 0.02941184 1.694912 0.8594456 0.3951416 0.3212814 0.04964394 0.008009134 0.005595519 0.005631131 0.01127793
81850828318572544 588848898843017313 0 0.13519 0.1221015 0.08984113 0.06516028 0.04940907 0.03503165 1.831982 0.9807529 0.3915367 0.2954197 0.1041013 0.01259844 0.008023771 0.008152318 0.01789697
81850828356321280 588848898843082849 0 0.153321 0.1193699 0.08783127 0.06370256 0.04830372 0.03424794 1.222612 0.7188416 0.409338 0.2232838 0.03665478 0.008530489 0.005996055 0.006038378 0.01321877
82695481725026304 588848898845114536 0 0.096429 0.1049586 0.07722756 0.05601186 0.0424721 0.03011325 1.860874 0.9178963 0.4160957 0.2996407 0.06304309 0.02082141 0.005285894 0.005376538 0.01145783
82976922367164416 588848898845835392 0 0.191092 0.1143394 0.08412985 0.06101799 0.04626809 0.03280465 2.111803 1.254581 0.4602261 0.3272629 0.1486903 0.0136832 0.007512959 0.006956344 0.01602773
82976922568491008 588848898845835328 0 0.0865691 0.1197653 0.08812214 0.06391353 0.04846369 0.03436137 2.030018 0.9329128 0.4255028 0.2947102 0.05634244 0.007769766 0.00489065 0.005561863 0.01339312
83258392038080512 588848898847342830 0 0.175109 0.1655692 0.1218242 0.08835709 0.0669985 0.04750277 2.062006 1.140285 0.4446602 0.3169918 0.1791895 0.01659735 0.008386383 0.008503459 0.01986305
78191511853858816 588848899369861306 0 0.137153 0.1891298 0.1391599 0.1009304 0.07653247 0.05426247 1.922253 1.018839 0.4073277 0.329731 0.08068255 0.008944119 0.00571391 0.005764853 0.01242149
78191512810160128 588848899369205797 0 0.0961448 0.2061225 0.151663 0.1099986 0.08340863 0.05913776 1.259226 0.5933304 0.4020977 0.1899567 0.02661554 0.005731818 0.005063099 0.004963513 0.01032311
79316149161951232 588848899372613768 0 0.145484 0.129868 0.09555566 0.06930494 0.05255184 0.03725991 1.89332 1.030664 0.5104656 0.3878307 0.1247744 0.01121427 0.00737629 0.006901065 0.01498669
